barcode	gene_id	raw_count	scaled_estimate	transcript_id
TCGA-A6-5659-01A-01R-1653-07	?|728788	2.0	1.12427659691263e-07	uc010mnx.1
TCGA-A6-5659-01A-01R-1653-07	?|729884	0.0	0	uc003hdz.3
TCGA-A6-5659-01A-01R-1653-07	?|8225	2377.0	7.92472785070933e-05	uc004cpd.1,uc004cpe.1,uc011mgy.1
TCGA-A6-5659-01A-01R-1653-07	?|90288	0.0	0	uc003emg.2
TCGA-A6-5659-01A-01R-1653-07	A1BG|1	17.0	3.28236940866773e-07	uc002qsd.3,uc002qsf.1
TCGA-A6-5659-01A-01R-1653-07	A1CF|29974	458.0	8.22689598961334e-06	uc001jjh.2,uc001jji.2,uc001jjj.2,uc001jjk.1,uc009xov.2,uc010qhn.1,uc010qho.1
TCGA-A6-5659-01A-01R-1653-07	A2BP1|54715	32.0	2.78342307944384e-07	uc002cyr.1,uc002cys.2,uc002cyt.2,uc002cyv.1,uc002cyw.2,uc002cyx.2,uc002cyy.2,uc010buf.1,uc010uxz.1,uc010uya.1,uc010uyb.1,uc010uyc.1
TCGA-A6-5659-01A-01R-1653-07	A2LD1|87769	258.54	6.29172634186563e-06	uc001voq.1,uc001vor.2,uc001vos.2
TCGA-A6-5659-01A-01R-1653-07	A2ML1|144568	0.0	0	uc001quz.3,uc001qva.1,uc001qvb.1,uc010sgm.1
TCGA-A6-5659-01A-01R-1653-07	A2M|2	13691.95	0.000172124322960677	uc001qvj.1,uc001qvk.1,uc009zgk.1
TCGA-A6-5659-01A-01R-1653-07	A4GALT|53947	166.0	2.91006338252523e-06	uc003bdb.2,uc010gzd.2
TCGA-A6-5659-01A-01R-1653-07	A4GNT|51146	0.0	0	uc003ers.2
TCGA-A6-5659-01A-01R-1653-07	AAA1|404744	1.0	5.46490814997902e-08	uc003tdz.2,uc003teb.1,uc003tek.3,uc010kwo.1,uc010kwp.1,uc010kwq.1,uc010kwx.1,uc010kwy.2,uc011kaq.1
TCGA-A6-5659-01A-01R-1653-07	AAAS|8086	1627.0	3.30123341587979e-05	uc001scr.3,uc001scs.3
TCGA-A6-5659-01A-01R-1653-07	AACSL|729522	2.0	3.36470047579805e-08	uc003mjk.2,uc011dgk.1,uc011dgl.1
TCGA-A6-5659-01A-01R-1653-07	AACS|65985	2086.0	2.43038488557995e-05	uc001uhc.2,uc001uhd.2,uc009zyg.2,uc009zyh.2,uc009zyi.2
TCGA-A6-5659-01A-01R-1653-07	AADACL2|344752	0.0	0	uc003ezc.2,uc010hvn.2
TCGA-A6-5659-01A-01R-1653-07	AADACL3|126767	0.0	0	uc001aug.1,uc009vnn.1
TCGA-A6-5659-01A-01R-1653-07	AADACL4|343066	1.0	2.40665941107295e-08	uc001auf.2
TCGA-A6-5659-01A-01R-1653-07	AADAC|13	47.0	1.10561540912655e-06	uc003eze.2
TCGA-A6-5659-01A-01R-1653-07	AADAT|51166	540.0	8.61055206468593e-06	uc003isr.2,uc003iss.2,uc003ist.2
TCGA-A6-5659-01A-01R-1653-07	AAGAB|79719	3108.0	3.89872271423624e-05	uc002aqk.3,uc002aql.2,uc010uju.1
TCGA-A6-5659-01A-01R-1653-07	AAK1|22848	4107.0	1.48518122005202e-05	uc002sfp.2,uc010fdj.1,uc010fdk.2,uc010fdm.1,uc010yqm.1
TCGA-A6-5659-01A-01R-1653-07	AAMP|14	7008.0	0.000145737450065907	uc002vhj.2,uc002vhk.2,uc002vhl.2,uc010fvo.2
TCGA-A6-5659-01A-01R-1653-07	AANAT|15	0.0	0	uc002jro.2,uc010wte.1
TCGA-A6-5659-01A-01R-1653-07	AARS2|57505	1174.9	8.53357460709817e-06	uc010jza.1
TCGA-A6-5659-01A-01R-1653-07	AARSD1|80755	1301.0	3.70981388363438e-05	uc002icc.2,uc002icd.2,uc002ice.2,uc002icf.2,uc002icg.2,uc002ich.2,uc010cyu.1,uc010whg.1,uc010whh.1
TCGA-A6-5659-01A-01R-1653-07	AARS|16	7837.0	8.37360843575434e-05	uc002eyn.1,uc010vlu.1
TCGA-A6-5659-01A-01R-1653-07	AASDHPPT|60496	2258.0	2.936513550397e-05	uc001pjc.1,uc001pjd.1,uc010rvn.1
TCGA-A6-5659-01A-01R-1653-07	AASDH|132949	965.0	9.9832777378556e-06	uc003hbn.2,uc003hbo.2,uc003hbp.2,uc003hbq.1,uc010ihb.2,uc010ihc.2,uc011caa.1,uc011cab.1
TCGA-A6-5659-01A-01R-1653-07	AASS|10157	189.0	1.34808181905636e-06	uc003vka.2,uc003vkb.2,uc011knu.1,uc011knv.1,uc011knw.1
TCGA-A6-5659-01A-01R-1653-07	AATF|26574	4682.0	8.00167544998419e-05	uc002hni.2,uc002hnj.2
TCGA-A6-5659-01A-01R-1653-07	AATK|9625	132.0	1.13413450965702e-06	uc010dhz.2,uc010dia.2
TCGA-A6-5659-01A-01R-1653-07	ABAT|18	1533.0	1.0941937514761e-05	uc002czc.3,uc002czd.3,uc010buh.2,uc010bui.2
TCGA-A6-5659-01A-01R-1653-07	ABCA10|10349	9.0	1.71256071250089e-07	uc002jhz.2,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1
TCGA-A6-5659-01A-01R-1653-07	ABCA11P|79963	128.49	2.5008198129577e-06	uc003gac.2,uc003gad.2,uc003gae.2,uc010ibd.1,uc011buv.1
TCGA-A6-5659-01A-01R-1653-07	ABCA12|26154	1.0	4.22608784945062e-09	uc002vev.2,uc002vew.2,uc010zjn.1
TCGA-A6-5659-01A-01R-1653-07	ABCA13|154664	78.0	3.47259281608727e-07	uc003top.2,uc003toq.2,uc003tos.1,uc010kyr.2,uc010kys.1,uc010kyt.1,uc010kyu.1
TCGA-A6-5659-01A-01R-1653-07	ABCA17P|650655	12.0	2.56436014934041e-07	uc002cqa.1,uc002cqb.1,uc002cqc.1
TCGA-A6-5659-01A-01R-1653-07	ABCA1|19	432.0	1.41026786969522e-06	uc004bcl.2,uc004bcm.2
TCGA-A6-5659-01A-01R-1653-07	ABCA2|20	1001.0	4.26067076662468e-06	uc004ckl.1,uc004ckm.1,uc004ckn.1,uc004cko.1,uc010nca.2,uc011mel.1,uc011mem.1
TCGA-A6-5659-01A-01R-1653-07	ABCA3|21	181.0	9.94750917868328e-07	uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1
TCGA-A6-5659-01A-01R-1653-07	ABCA4|24	7.0	9.00260940863407e-08	uc001dqh.2,uc001dqi.1,uc009wdp.1,uc010otn.1
TCGA-A6-5659-01A-01R-1653-07	ABCA5|23461	248.0	1.04699990198007e-06	uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2
TCGA-A6-5659-01A-01R-1653-07	ABCA6|23460	19.0	1.92704934523021e-07	uc002jhw.1,uc002jhx.1,uc002jhy.2
TCGA-A6-5659-01A-01R-1653-07	ABCA7|10347	606.0	6.35478688147491e-06	uc002lqw.3,uc002lqy.2,uc010dsa.2,uc010dsb.1,uc010dsc.2
TCGA-A6-5659-01A-01R-1653-07	ABCA8|10351	47.0	2.83597958128798e-07	uc002jhp.2,uc002jhq.2,uc002jhr.2,uc002jhs.2,uc002jht.2,uc010wqq.1,uc010wqr.1
TCGA-A6-5659-01A-01R-1653-07	ABCA9|10350	25.0	1.4216189867303e-07	uc002jhu.2,uc002jhv.2,uc010dez.2
TCGA-A6-5659-01A-01R-1653-07	ABCB10|23456	1832.0	1.66648196551131e-05	uc001htp.3
TCGA-A6-5659-01A-01R-1653-07	ABCB11|8647	0.0	0	uc002ueo.1,uc010zda.1,uc010zdb.1
TCGA-A6-5659-01A-01R-1653-07	ABCB1|5243	2541.0	1.94769547124446e-05	uc003uiz.1,uc003uja.1,uc010lei.1,uc011khc.1
TCGA-A6-5659-01A-01R-1653-07	ABCB4|5244	39.0	3.5768913949067e-07	uc003uiv.1,uc003uiw.1,uc003uix.1,uc003uiy.2
TCGA-A6-5659-01A-01R-1653-07	ABCB5|340273	5.0	3.98551798802495e-08	uc003suv.3,uc003suw.3,uc003sux.1,uc010kuh.2,uc011jyi.1
TCGA-A6-5659-01A-01R-1653-07	ABCB6|10058	664.5	7.52759100220816e-06	uc002vkc.1,uc010fwe.1,uc010zku.1
TCGA-A6-5659-01A-01R-1653-07	ABCB7|22	2553.0	3.90184688230778e-05	uc004ebz.2,uc004eca.2,uc010nls.2,uc010nlt.2,uc011mqn.1
TCGA-A6-5659-01A-01R-1653-07	ABCB8|11194	1799.0	2.37608994907047e-05	uc003wii.2,uc003wij.3,uc003wik.3,uc003wil.3,uc003wim.3,uc010lpw.1,uc010lpx.2,uc011kvd.1
TCGA-A6-5659-01A-01R-1653-07	ABCB9|23457	109.34	1.4790991145691e-06	uc001udm.3,uc001udo.3,uc001udp.2,uc001udq.2,uc001udr.2,uc009zxr.2,uc010tai.1,uc010taj.1
TCGA-A6-5659-01A-01R-1653-07	ABCC10|89845	1797.0	1.25028232165298e-05	uc003ouy.1,uc003ouz.1,uc010jyo.1
TCGA-A6-5659-01A-01R-1653-07	ABCC11|85320	2.0	4.01672331689684e-08	uc002eff.1,uc002efg.1,uc002efh.1,uc010cbg.1,uc010vgk.1,uc010vgl.1
TCGA-A6-5659-01A-01R-1653-07	ABCC12|94160	0.0	0	uc002eey.1,uc002eez.1,uc002efa.1,uc002efb.1,uc002efc.1,uc002efd.1,uc002efe.1,uc010vgj.1
TCGA-A6-5659-01A-01R-1653-07	ABCC13|150000	3.0	5.30748242716525e-08	uc002yjq.2,uc002yjr.2,uc002yjs.2,uc010gkx.2
TCGA-A6-5659-01A-01R-1653-07	ABCC1|4363	5931.0	3.25124500502315e-05	uc002del.3,uc010bvi.2,uc010bvj.2,uc010bvk.2,uc010bvl.2,uc010bvm.2,uc010bvn.2
TCGA-A6-5659-01A-01R-1653-07	ABCC2|1244	143.0	9.81194586811527e-07	uc001kqf.2
TCGA-A6-5659-01A-01R-1653-07	ABCC3|8714	3913.0	3.3674883372167e-05	uc002isk.3,uc002isl.2,uc002ism.2,uc002isn.2
TCGA-A6-5659-01A-01R-1653-07	ABCC4|10257	1781.0	1.76140084011159e-05	uc001vmd.3,uc001vme.2,uc001vmf.2,uc010afj.2,uc010afk.2,uc010afl.1,uc010afm.1,uc010tih.1
TCGA-A6-5659-01A-01R-1653-07	ABCC5|10057	1659.0	1.3145892536256e-05	uc003fmg.2,uc003fmh.2,uc003fmi.3,uc010hxl.2,uc010hxm.2,uc010hxn.2,uc010hxo.2,uc011bqt.1
TCGA-A6-5659-01A-01R-1653-07	ABCC6P1|653190	46.0	6.0564938391612e-07	uc002dfg.2,uc010vam.1
TCGA-A6-5659-01A-01R-1653-07	ABCC6P2|730013	131.0	8.42867716030851e-06	uc002dcu.2
TCGA-A6-5659-01A-01R-1653-07	ABCC6|368	600.0	1.25106410179382e-05	uc002dem.2,uc002den.3,uc002deo.3,uc010bvo.2,uc010uzz.1
TCGA-A6-5659-01A-01R-1653-07	ABCC8|6833	1.0	6.96751066575334e-09	uc001mnc.2,uc010rcy.1
TCGA-A6-5659-01A-01R-1653-07	ABCC9|10060	117.0	7.54620476074047e-07	uc001rfg.2,uc001rfh.2,uc001rfi.1,uc001rfj.1,uc001rfk.2,uc001rfl.1
TCGA-A6-5659-01A-01R-1653-07	ABCD1|215	1194.0	1.28906193279813e-05	uc004fif.2,uc004fig.2,uc004fih.2
TCGA-A6-5659-01A-01R-1653-07	ABCD2|225	7.0	4.53277892680351e-08	uc001rmb.2
TCGA-A6-5659-01A-01R-1653-07	ABCD3|5825	3559.0	3.69772105993936e-05	uc001dqm.3,uc001dqn.3,uc001dqo.3,uc009wdr.2,uc010oto.1,uc010otp.1
TCGA-A6-5659-01A-01R-1653-07	ABCD4|5826	788.0	1.06638238267693e-05	uc001xpr.2,uc001xps.2,uc001xpt.2,uc001xpu.2,uc001xpv.2,uc010tur.1
TCGA-A6-5659-01A-01R-1653-07	ABCE1|6059	7780.0	6.48143580032273e-05	uc003ijx.2,uc003ijy.2,uc010iot.2
TCGA-A6-5659-01A-01R-1653-07	ABCF1|23	6086.0	6.6562144367432e-05	uc003nqk.2,uc003nql.2,uc003nqm.2,uc010jsb.2
TCGA-A6-5659-01A-01R-1653-07	ABCF2|10061	5724.0	6.12629964422428e-05	uc003wjo.1,uc003wjp.2
TCGA-A6-5659-01A-01R-1653-07	ABCF3|55324	2394.0	3.78276427807838e-05	uc003fmz.2,uc003fna.2,uc003fnb.2
TCGA-A6-5659-01A-01R-1653-07	ABCG1|9619	986.0	1.19751550103705e-05	uc002zam.2,uc002zan.2,uc002zao.2,uc002zap.2,uc002zaq.2,uc002zar.2,uc010gpb.1,uc011aev.1
TCGA-A6-5659-01A-01R-1653-07	ABCG2|9429	33.0	4.52294136923123e-07	uc003hrf.2,uc003hrg.2,uc003hrh.2,uc003hri.1,uc003hrj.1,uc003hrk.1
TCGA-A6-5659-01A-01R-1653-07	ABCG4|64137	5.0	4.87658561186911e-08	uc001pvs.2,uc001pvt.1,uc009zar.2
TCGA-A6-5659-01A-01R-1653-07	ABCG5|64240	23.0	4.31780522131192e-07	uc002rtm.2,uc002rtn.2,uc002rto.2,uc002rtp.2
TCGA-A6-5659-01A-01R-1653-07	ABCG8|64241	6.0	8.09457510181442e-08	uc002rtq.2,uc010yoa.1
TCGA-A6-5659-01A-01R-1653-07	ABHD10|55347	1435.0	1.95571093346734e-05	uc003dyk.3,uc011bhq.1
TCGA-A6-5659-01A-01R-1653-07	ABHD11|83451	3874.0	0.000104759193256396	uc003tza.2,uc003tzb.2,uc003tzc.2,uc003tzf.2,uc011kfb.1,uc011kfc.1
TCGA-A6-5659-01A-01R-1653-07	ABHD12B|145447	0.0	0	uc001wyq.2,uc001wyr.2,uc001wys.2,uc010any.2
TCGA-A6-5659-01A-01R-1653-07	ABHD12|26090	7420.0	0.000143027293449268	uc002wuq.2,uc002wur.2,uc002wus.1,uc002wut.1,uc002wuu.1
TCGA-A6-5659-01A-01R-1653-07	ABHD13|84945	1556.0	1.01545343300121e-05	uc001vqq.2
TCGA-A6-5659-01A-01R-1653-07	ABHD14A|25864	279.44	1.01388358993161e-05	uc003dco.2,uc010hlz.2
TCGA-A6-5659-01A-01R-1653-07	ABHD14B|84836	4874.0	0.000102204551880347	uc003dcm.2,uc003dcn.2,uc010hly.2,uc011bdy.1,uc011bdz.1
TCGA-A6-5659-01A-01R-1653-07	ABHD15|116236	677.0	8.85419353519359e-06	uc002hed.1
TCGA-A6-5659-01A-01R-1653-07	ABHD1|84696	39.0	1.14392996276027e-06	uc002rit.2,uc002riu.2,uc002riv.2,uc002riw.2
TCGA-A6-5659-01A-01R-1653-07	ABHD2|11057	9656.0	3.7699182700618e-05	uc002bnj.2,uc002bnk.2,uc010ups.1
TCGA-A6-5659-01A-01R-1653-07	ABHD3|171586	637.0	1.15699586801029e-05	uc002ktk.2,uc002ktl.2,uc002ktm.2,uc002ktn.2,uc002kto.2,uc010xao.1
TCGA-A6-5659-01A-01R-1653-07	ABHD4|63874	946.0	1.39697643352176e-05	uc001wgm.2,uc010tmz.1,uc010tna.1,uc010tnb.1
TCGA-A6-5659-01A-01R-1653-07	ABHD5|51099	837.0	5.40836485025423e-06	uc003cmx.2
TCGA-A6-5659-01A-01R-1653-07	ABHD6|57406	699.0	1.06871998133706e-05	uc003djr.2,uc003djs.3,uc003djt.3
TCGA-A6-5659-01A-01R-1653-07	ABHD8|79575	143.0	2.50949834227453e-06	uc002ngb.3
TCGA-A6-5659-01A-01R-1653-07	ABI1|10006	3814.52	3.93666526338742e-05	uc001isx.2,uc001isy.2,uc001isz.2,uc001ita.2,uc001itb.2,uc001itc.2,uc001itd.2,uc001ite.2,uc010qdg.1,uc010qdh.1,uc010qdi.1,uc010qdj.1,uc010qdk.1
TCGA-A6-5659-01A-01R-1653-07	ABI2|10152	1677.0	9.27942685697122e-06	uc002uzz.2,uc002vaa.2,uc002vab.2,uc002vac.2,uc010zig.1,uc010zih.1,uc010zii.1,uc010zij.1,uc010zik.1,uc010zil.1,uc010zim.1,uc010zin.1
TCGA-A6-5659-01A-01R-1653-07	ABI3BP|25890	319.0	3.15912555248827e-06	uc003duj.2,uc003duk.2,uc003dul.2,uc003dum.2,uc003dun.2,uc003duo.2,uc003dup.3,uc011bhd.1
TCGA-A6-5659-01A-01R-1653-07	ABI3|51225	221.0	3.83795118055714e-06	uc002iop.1,uc002ioq.1
TCGA-A6-5659-01A-01R-1653-07	ABL1|25	6434.0	4.04809892106577e-05	uc004bzv.2,uc004bzw.2
TCGA-A6-5659-01A-01R-1653-07	ABL2|27	1461.0	4.26478893676776e-06	uc001gmg.3,uc001gmh.3,uc001gmi.3,uc001gmj.3,uc001gmk.2,uc009wxe.2,uc009wxf.1,uc010pne.1,uc010pnf.1,uc010png.1,uc010pnh.1
TCGA-A6-5659-01A-01R-1653-07	ABLIM1|3983	4916.0	2.59065907060701e-05	uc001lbz.1,uc009xyn.2,uc009xyo.2,uc009xyp.2,uc010qsf.1,uc010qsg.1,uc010qsh.1,uc010qsi.1,uc010qsj.1,uc010qsk.1
TCGA-A6-5659-01A-01R-1653-07	ABLIM2|84448	619.0	8.85695959008872e-06	uc003gki.2,uc003gkj.3,uc003gkk.2,uc003gkl.2,uc003gkm.3,uc003gko.2,uc003gkp.2,uc003gkq.2,uc003gkr.2,uc003gks.3,uc011bwl.1
TCGA-A6-5659-01A-01R-1653-07	ABLIM3|22885	172.0	1.61890085410201e-06	uc003lpy.2,uc003lpz.1,uc003lqa.1,uc003lqb.2,uc003lqc.1,uc003lqd.1,uc003lqe.1,uc003lqf.2
TCGA-A6-5659-01A-01R-1653-07	ABO|28	204.0	5.26842403312134e-06	uc004cda.1,uc010naf.1,uc010nag.1,uc011mcz.1
TCGA-A6-5659-01A-01R-1653-07	ABP1|26	6595.0	9.80069000555857e-05	uc003why.1,uc003whz.1,uc003wia.1
TCGA-A6-5659-01A-01R-1653-07	ABRA|137735	1.0	1.30072064854352e-08	uc003ymm.3
TCGA-A6-5659-01A-01R-1653-07	ABR|29	4824.0	3.63132587172341e-05	uc002fsd.2,uc002fse.2,uc002fsf.2,uc002fsg.2,uc002fsh.1,uc010cjq.1,uc010vqf.1,uc010vqg.1
TCGA-A6-5659-01A-01R-1653-07	ABT1|29777	2529.0	4.08774547723502e-05	uc003nii.2
TCGA-A6-5659-01A-01R-1653-07	ABTB1|80325	821.0	1.63694565295657e-05	uc003ejr.2,uc003ejs.2,uc003ejt.2,uc003eju.2,uc010hsm.2
TCGA-A6-5659-01A-01R-1653-07	ABTB2|25841	1287.0	1.0841362585846e-05	uc001mvl.1
TCGA-A6-5659-01A-01R-1653-07	ACAA1|30	2148.0	4.43908638102694e-05	uc003cht.2,uc003chu.2,uc003chv.2,uc010hgy.2,uc010hgz.2
TCGA-A6-5659-01A-01R-1653-07	ACAA2|10449	3797.0	8.24468602485675e-05	uc002ldw.3,uc002ldx.3
TCGA-A6-5659-01A-01R-1653-07	ACACA|31	5288.0	3.58776201798373e-05	uc002hnk.2,uc002hnl.2,uc002hnm.2,uc002hnn.2,uc002hno.2,uc002hnp.1,uc002hnq.2,uc002hnr.1,uc010cuy.2,uc010cuz.2,uc010wdb.1,uc010wdc.1
TCGA-A6-5659-01A-01R-1653-07	ACACB|32	671.0	3.50125040227945e-06	uc001tob.2,uc001toc.2,uc001tod.2,uc010sxl.1,uc010sxm.1
TCGA-A6-5659-01A-01R-1653-07	ACAD10|80724	930.0	8.17944716261357e-06	uc001tso.3,uc001tsp.2,uc001tsq.2,uc001tsr.2,uc001tss.1,uc009zvw.2,uc009zvx.2
TCGA-A6-5659-01A-01R-1653-07	ACAD11|84129	431.82	4.89145101370114e-06	uc003eov.3,uc003eoy.2,uc011blr.1
TCGA-A6-5659-01A-01R-1653-07	ACAD8|27034	918.0	1.62134176053535e-05	uc001qhk.2,uc001qhl.2,uc009zdc.2,uc009zde.1,uc010sco.1,uc010scp.1,uc010scq.1,uc010scr.1
TCGA-A6-5659-01A-01R-1653-07	ACAD9|28976	1717.0	2.8397352316035e-05	uc003ela.3,uc003elb.2,uc003elc.1,uc003eld.1,uc003ele.2,uc010hsw.1,uc011bks.1
TCGA-A6-5659-01A-01R-1653-07	ACADL|33	3.0	4.35163190148971e-08	uc002vdz.3,uc010zjg.1
TCGA-A6-5659-01A-01R-1653-07	ACADM|34	1965.0	2.91490510871934e-05	uc001dgw.3,uc001dgx.3,uc009wbp.2,uc009wbr.2,uc009wbs.1,uc010orc.1,uc010ord.1,uc010ore.1,uc010orf.1,uc010org.1
TCGA-A6-5659-01A-01R-1653-07	ACADSB|36	1512.0	8.78372251983799e-06	uc001lhb.2,uc010qub.1
TCGA-A6-5659-01A-01R-1653-07	ACADS|35	668.0	1.28958764124275e-05	uc001tza.3,uc001tzb.3,uc010szl.1
TCGA-A6-5659-01A-01R-1653-07	ACADVL|37	5683.0	9.34706599527624e-05	uc002gev.2,uc002gew.2,uc002gex.2,uc010vtp.1,uc010vtq.1
TCGA-A6-5659-01A-01R-1653-07	ACAN|176	562.0	2.20545822685438e-06	uc002bmx.2,uc002bna.2,uc010upo.1,uc010upp.1
TCGA-A6-5659-01A-01R-1653-07	ACAP1|9744	64.0	9.20347378317212e-07	uc002ggd.2
TCGA-A6-5659-01A-01R-1653-07	ACAP2|23527	2035.0	9.7397533742711e-06	uc003fun.3,uc003fuo.2
TCGA-A6-5659-01A-01R-1653-07	ACAP3|116983	1000.14	9.78447448370309e-06	uc001ady.2,uc001aea.2,uc001aeb.2,uc001aec.1
TCGA-A6-5659-01A-01R-1653-07	ACAT1|38	3556.0	6.10471986193617e-05	uc001pjw.1,uc001pjx.2,uc001pjy.2
TCGA-A6-5659-01A-01R-1653-07	ACAT2|39	3150.36	7.69710712970949e-05	uc010kjy.2,uc011efw.1
TCGA-A6-5659-01A-01R-1653-07	ACBD3|64746	2789.0	2.75722708462599e-05	uc001hpy.2
TCGA-A6-5659-01A-01R-1653-07	ACBD4|79777	265.0	5.23359856346873e-06	uc002iic.2,uc002iid.2,uc002iie.2,uc002iif.2,uc010dae.2,uc010wjj.1
TCGA-A6-5659-01A-01R-1653-07	ACBD5|91452	1604.0	1.46895696861445e-05	uc001ito.2,uc001itp.2,uc001itq.2,uc001itr.1,uc010qdm.1,uc010qdn.1,uc010qdo.1,uc010qdp.1
TCGA-A6-5659-01A-01R-1653-07	ACBD6|84320	1308.0	3.05750714840799e-05	uc001gog.2
TCGA-A6-5659-01A-01R-1653-07	ACBD7|414149	99.0	1.09985665338611e-06	uc001inv.2,uc010qby.1
TCGA-A6-5659-01A-01R-1653-07	ACCN1|40	3.0	4.00359179694441e-08	uc002hht.2,uc002hhu.2
TCGA-A6-5659-01A-01R-1653-07	ACCN2|41	875.0	8.62290054577358e-06	uc001rvv.2,uc001rvw.2,uc009zln.2,uc009zlo.2
TCGA-A6-5659-01A-01R-1653-07	ACCN3|9311	7.0	1.24446112128592e-07	uc003win.2,uc003wio.2,uc003wip.2,uc003wiq.2
TCGA-A6-5659-01A-01R-1653-07	ACCN4|55515	1.0	1.54239087020835e-08	uc002vly.1,uc002vlz.2,uc002vma.2,uc002vmb.2,uc010fwi.1,uc010fwj.1
TCGA-A6-5659-01A-01R-1653-07	ACCN5|51802	0.0	0	uc003ipe.1
TCGA-A6-5659-01A-01R-1653-07	ACCSL|390110	0.0	0	uc001mxw.1,uc009ykr.2
TCGA-A6-5659-01A-01R-1653-07	ACCS|84680	168.0	2.75978401156322e-06	uc001mxx.2,uc009yks.1,uc010rfm.1,uc010rfn.1
TCGA-A6-5659-01A-01R-1653-07	ACD|65057	1213.0	2.12173023794513e-05	uc002etp.3,uc002etq.3,uc002etr.3,uc010vjt.1
TCGA-A6-5659-01A-01R-1653-07	ACE2|59272	7149.0	7.28253736378246e-05	uc004cxa.1,uc004cxb.2
TCGA-A6-5659-01A-01R-1653-07	ACER1|125981	3.0	1.11159540513486e-07	uc002mel.2
TCGA-A6-5659-01A-01R-1653-07	ACER2|340485	80.0	1.00191587399774e-06	uc003znx.1,uc003zny.1,uc003znz.1
TCGA-A6-5659-01A-01R-1653-07	ACER3|55331	654.0	5.26027376401772e-06	uc001oxu.2,uc009yul.1,uc009yum.1,uc009yun.1,uc009yuo.1,uc010rsg.1,uc010rsh.1,uc010rsi.1,uc010rsj.1
TCGA-A6-5659-01A-01R-1653-07	ACE|1636	2313.0	2.28426921640957e-05	uc002jau.1,uc002jav.1,uc002jaw.1,uc010ddu.1,uc010ddv.1,uc010wph.1,uc010wpi.1,uc010wpj.1,uc010wpk.1
TCGA-A6-5659-01A-01R-1653-07	ACHE|43	268.0	3.53037374334543e-06	uc003uxd.2,uc003uxe.2,uc003uxf.2,uc003uxg.2,uc003uxh.2,uc003uxi.2,uc003uxj.1
TCGA-A6-5659-01A-01R-1653-07	ACIN1|22985	6057.0	6.83968007716199e-05	uc001wio.3,uc001wip.3,uc001wiq.3,uc001wir.3,uc001wis.3,uc001wit.3,uc010akg.2,uc010tnj.1
TCGA-A6-5659-01A-01R-1653-07	ACLY|47	11825.0	0.000100740354664874	uc002hyg.2,uc002hyh.2,uc002hyi.2,uc010wfx.1,uc010wfy.1
